text,mental_health_disorder
Iâ€™m class 2 obese. I used to be anorexic. I want to lose half my body weight just to spite my ex. I struggle to lose weight because I starve myself and then binge. I have a love/hate relationship with carbs and chocolate because I chase dopamine.,Eating_disorder
"People tell me Iâ€™m hot and I know I hit my peak as an anorexic teenager, so I just canâ€™t believe them. And then other people tell me that they canâ€™t possibly find fat people attractive.",Eating_disorder
Anorexic people just need a snickers. You aren't you when you're hungry.,Eating_disorder
"Higher-calorie diets could lead to a speedier recovery in patients with anorexia nervosa, study shows https://t.co/mipX3nrhHN #mentalhealth #diet #anorexia",Eating_disorder
#AnorexiaNervosa â€“ A Father and Daughter Perspective -Highlights from RCPsychIC 2019  #EatingDisorders #mentalhealth  https://t.co/iq3GH5ce6C,Eating_disorder
Do not waste time thinking about what you could have done differently. Keep your eyes on the road ahead and do it differently now. #anorexia #eatingdisorder #recovery #nevergiveup #alwayskeepfighting https://t.co/YalYzclBDM,Eating_disorder
what..?,Eating_disorder
"tell me why i feel like doing nothing but eating comfort food, curling up in a blanket, and binge watching netflix all day-",Eating_disorder
the best anorexic https://t.co/MFhcMbDk74,Eating_disorder
A senior GP has described continuing national failures to protect patients with anorexia at the inquest into the death of a university student. https://t.co/g6Fp3l2nw2,Eating_disorder
suddenly desperate to have an anorexic brain,Eating_disorder
Love having an eating disorder that literally just makes me eat more... why the fuck couldn't I have just become anorexic instead? At least I'd be hot while dying,Eating_disorder
The #Syndemic propaganda is hitting on a global level. https://t.co/XYkEnKS5pk Read my post covering this new narrative thatâ€™s playing out https://t.co/7KEb4xdAwU  Or watch part 1 of my video presentation https://t.co/nCcaNP6EaR https://t.co/v1UG5ZoqSr,Eating_disorder
"If you struggle with binge eating, binge eating disorder, emotional eating or food addiction, getting thin(ner) won't fix your childhood experiences.â € Watch this : â£https://t.co/T6dPFcqrXEâ € https://t.co/HlWSX1v0Ow",Eating_disorder
"OMGG I SAID ""ouh smells like anorexiaðŸ˜"" ON A ZOOM CALL AND MY MIC WASNT OFF HELPPBDJ",Eating_disorder
Binge eating makes me sad :( #eatingdisorder #bingeeating https://t.co/0jjf7YrVyc,Eating_disorder
It lowkey sucks that anorexia has the weight criteria Bc I can have all the disordered behavior but Iâ€™m not underweight so it doesnâ€™t matter,Eating_disorder
690 million people around the world are chronically hungry. Sign up for our free virtual event to learn how you can help. https://t.co/hK7cueYC21 via @businessinsider,Eating_disorder
im not the perfect anorexic by any means but at least my period is always 1-2 weeks late ðŸ˜…,Eating_disorder
"Get out, you're fat!!! get out, you're gay !!! get out, you're ugly!!! get out, you're so small!! get out you're anorexic!! get out you're tall!!! It was joke, why she/he found death about it!! she/he know, we laughing with her/him... !!  That called by autorities HARCELEMENT",Eating_disorder
"recovery wasnâ€™t an easy decision and part of me still isnâ€™t ready, but after my appointment today iâ€™ve come to realise how sick i actually am. iâ€™m sick of anorexia taking over my life and most importantly, iâ€™m heartbroken on how itâ€™s affected my mother. i need to do this for her.",Eating_disorder
"Well, at least they will solve the immigration problem.  Whose going to run to a country that is the same as the one they are leaving?  Have you paid attention to the shelves in the store?  A Biden vote means like your gas tank, the shelves will be empty.",Eating_disorder
"Iâ€™ve already been having a rough few days but being called a fatty by someone on twitter who hasnt even seen me (on an anorexic recovery thread, might I add) just made it so much better everything is great ðŸ™ƒ",Eating_disorder
Nah i binge eat for days ðŸ˜©ðŸ˜©,Eating_disorder
"yes, i am best anorexic. why? i dont drink diet soda bc its nasty and water tastes better",Eating_disorder
*grabs  ur  waist* how  DARE  u  binge. *slaps  u*  ur  supposed  to  be  the  best  anorexic.  SKINNY.  *throws  u  on  the  floor*  oink.,Eating_disorder
He will put more than 2 million out of work. Most fast-food chains will go automated. Which will put several million people out of work. 3.5 million just from fast food. Then he will close the mines. Greatly reduce the oil and gas workers. He doesn't think and that's a problem.,Eating_disorder
Eating disorder inquest : Anorexia monitoring nationally 'a deep concern' https://t.co/nnRAzMlRKB,Eating_disorder
Eating disorder inquest : Anorexia monitoring nationally 'a deep concern' https://t.co/arrZbETP2C,Eating_disorder
why am i only gaining .4 a day when iâ€™m eating like fucking crazy i remember i used to be able to binge and gain like 3 pounds overnight,Eating_disorder
all of the replies being like no calories i am the worst anorexic,Eating_disorder
"Did the rain finally stop? The stormy weather wouldnâ€™t let up all day &amp; made me want to binge seafood cup noodles, but limited myself to just one. I should really stick to eating healthy in the cold, but then I saw ginger ale on sale in the grocery. https://t.co/FHOV46Ldnx",Eating_disorder
The problem extends to Food and Drug Administration and National Institutes of Health datasets used in a recent study appearing in Reproductive Toxicology. #ai #technology #BigData #ML https://t.co/DFvh6gNA38,Eating_disorder
Giving #PPP to gyms and restaurants while doing NOTHING about the pandemic was a waste.   Why keep employees when you have no customers? Paying The People to could keep gym memberships and order restaurant food would have done so much more good than giving trillions to airlines.,Eating_disorder
Someone should ask them about Potatoe companies?  Companies created with 1 inuk as the owner and the HR from south. Very low inuk work force. Multiple contracts with little or no apprentice. NTI registers them to NNI Policy but never follows up with the operations.  Problem.,Eating_disorder
We all know that one guy selling weight loss guides. The plan is mainly designed for a body builder cutting for a show and ends up giving the client a binge eating disorder when itâ€™s all over with.,Eating_disorder
i have a problem when it comes to food..,Eating_disorder
my sister-in-law called me an anorexic after i really pushed myself and finished my entire breakfast at a restaurant ðŸ¤¡ wtf,Eating_disorder
"According to Melody, problem no dey finish so.... I'm picking all options ðŸ˜Œ eat good food, play games, listen to good music then sleep",Eating_disorder
"happiness: 2/10 why: upcoming exam, ed (started binge again) , body dysmorphia, consistently worrying about my weight eating: unhealthy  watching: ahiru no sora, death parade  song: hand over hand - roland faunte craving: bf, confident, will to live tomorrow",Eating_disorder
"happiness: 3/10 why: upcoming exam, ed (started binge again) , body dysmorphia, consistently worrying about my weight eating: unhealthy  watching: ahiru no sora, death parade  song: hand over hand - roland faunte craving: bf, confident, will to live tomorrow",Eating_disorder
"Scenario? Given her affinity for sweets, I could see her blimping up fairly naturally, constantly nagging MC for food, which heâ€™d happily but warily provide to his growing friend. What worries him is how much heâ€™s into it, but thatâ€™s not a problem once Sayori finally confesses!",Eating_disorder
lord jesus...do people think we cant see ourselves properly or what https://t.co/QdC0ceD92Z,Eating_disorder
It's never too late to Repair your relationship. Call Dr. Susie for help. . . . . . #marriagecounseling #relationshipcounseling #FortLauderdale #Psychology #Florida #DrSusie #Eatingdisorder #anorexia #nervosa #bulimianervosa #orthorexianervosa #bingeeatingdisorder https://t.co/Z5u3AlvcDC,Eating_disorder
Binge eating mode,Eating_disorder
I'm so angry I just got my food delivered by @Uber_Support drive and he got lost and sending me message in a different language. So I rang him and went outside. I said to him I gave you instructions and he said shut up not my problem disgusting service ðŸ¤¬,Eating_disorder
claiming that an EATING DISORDER is misogynistic feeds into the idea that men dont have it. take several seats,Eating_disorder
"new to edtwt!! â‹† â™¥ zeph â™¥ edtwt/thinspo/fatspo/meanspo â™¥ i like kpop (?)  â™¥ current bmi: 13,7 â™¥ cw: 40 kg â™¥ i don't have a gw yet â™¥ my dms r open for venting or support! :D rt/like to be moots!! ifb :)) #EDtwt #thinsp0 #fatspo #meansp0 #bodycheck #anorexia https://t.co/9tUZmd9noF",Eating_disorder
will finish the collection thread later.. just thinkin about how 2 years ago i made an anorexia yt video that got 12k views and just never posted again,Eating_disorder
P.s first time problem and first time it coming via Yodel. Iâ€™m pretty mad about potentially a whole box of food being wasted. Your online chat was very helpful and have given me another box to order for another time but Yodel are worse than useless.,Eating_disorder
His bill is Anorexic and has no stimulus for the ppl. Donâ€™t pass it. @GOP @stevenmnuchin1 @realDonaldTrump @ProbSolveCaucus @MarkMeadows,Eating_disorder
More than 50 percent of individuals with anorexia nervosa have a co-occurring disorder.  https://t.co/L6cQEze8ty https://t.co/eYPm9pjqsc,Eating_disorder
Binge eating again and again and again...,Eating_disorder
"Food insecurity, like COVID, hasnâ€™t affected New Yorkers equally-but tackling this problem is going to take all of us working together. Every day #CUCSConnects helps New Yorkers access SNAP and other income support to keep individuals and families fed.  How can you get involved? https://t.co/lzPwaT1Rjw",Eating_disorder
"Most people are soft. We've been raised to believe that any little bit of hunger is a problem and we need a junk snack to rescue us from the big bad wolf of hunger. Toughen up, go for a walk, and implement a regular meal schedule of real food.",Eating_disorder
Agree or disagree?  I think it is an issue because PIC and Manager's try and rush to educate employees!  It is an ongoing education.,Eating_disorder
"Aadhar enabled system, right to Food law, largest food stock but still we are at the bottom pile on world hunger index and the poor die of hunger every day...a very non middle class problem and hence does not come up in discussions.  https://t.co/P17ixwlFS2",Eating_disorder
Eating disorder inquest : Anorexia monitoring nationally 'a deep concern' https://t.co/jVq3AexRRm,Eating_disorder
"Food insecurity, like COVID, hasnâ€™t affected New Yorkers equally - but tackling this problem is going to take all of us working together. Every day #CUCSConnects helps New Yorkers access SNAP and other income support to keep individuals and families fed. https://t.co/Zm3ONWdMoU",Eating_disorder
ur so quirky. best anorexic. shut the fuck up,Eating_disorder
"Look Iâ€™m tired of cooking and cooking  rubbish., if itâ€™s not too much salt itâ€™s too much pepper,if you try to measure it, it becomes tasteless, when you try and get a good taste the food get burnt. You call a female to cook,problem. marriage talk here and there, you eat outside",Eating_disorder
You know the thing about sw and onlyfans nobody tells you about is you can be making money in your granny panties eating popcorn on the couch binge watching Dexter. And I love that for us.,Eating_disorder
"Better economy, smaller government with lower taxes made with strong business models, more people working &amp; tax for government with stronger economy.  Democrats will have us in food lines and taxed into the poor house.",Eating_disorder
Sleep Binge eating Cry Binge eating Sleep ðŸ¤§ðŸ¤£,Eating_disorder
Eating disorder inquest : Anorexia monitoring nationally 'a deep concern' https://t.co/UkOv5n4HX8,Eating_disorder
New study suggests higher serum NfL levels in women with anorexia nervosa 30 years after onset. https://t.co/4mTSpQZ9hi #publicationalert https://t.co/3Onk74LfDg,Eating_disorder
"Why do Bollywood movies show desi families sitting at the table together for meals and discussing each other's life problems. My family members take their food in the plate, sit in front of the tv, watch kbc together and the only problem we discuss is option a hoga ya c.",Eating_disorder
"Why do Bollywood movies show desi families sitting at the table together for meals and discussing each other's lifevproblems. My family members take their food in the plate, sit in front of the tv, watch kbc together and the only problem we discuss is option a hoga ya c.",Eating_disorder
my brother caught me laughing at the anorexia stock photosâ€¦ bye ðŸš¶â€â™€ï¸ðŸš¶â€â™€ï¸ðŸš¶â€â™€ï¸ https://t.co/AJIO8BZ7Pw,Eating_disorder
h..help https://t.co/AMQNM3e3CU,Eating_disorder
the other tab .... https://t.co/eNzISmug99,Eating_disorder
"This isnt a sympathy post. But Since Lockdown in March, I've now relapsed completely on my eating disorder and feel like I've undone years of hard work. My therapist is now trying to help me though a programme designed for people who have anorexia.",Eating_disorder
"We were told we could keep our current health insurance coverage.  That was a lie.  Police abuse in black communities was still very much a problem.  People were given free phones, a lot of food stamps &amp; allowed to stay on the dole.   #USPolitics",Eating_disorder
"me: living normal life my panic attacks, probably bulimia and anorexia cause i have no idea how i should name it: hiii ðŸ™‹ðŸ¼â€â™€ï¸",Eating_disorder
yeah iâ€™m anorexic but i still eat these bitches up https://t.co/mgEjlIhp65,Eating_disorder
"I bought food to binge on and I didn't even eat it. I spent money for nothing ðŸ’€ I don't understand... I don't feel comfort when eating anymore, but I still crave food? Specially now because I'm on my period, I bought a lot of chocolate and I don't even feel like eating it?",Eating_disorder
yeah iâ€™m anorexic but i still eat these bitches up https://t.co/xF2O5JvXII,Eating_disorder
RELUFA used the celebration of World Food Day to revisit the problem of resilient food systems in a context of health crisis and socio-political conflicts while reiterating the importance of secure access to land in the systems. https://t.co/fNXdXqdelG,Eating_disorder
tag yourself as anorexia stock photos that iâ€™ve been chuckling over https://t.co/5GnUT60YsP,Eating_disorder
"Hmmm. We'll get you some snacks to pack for travelling. I know that problem well, she says with a warm smile.",Eating_disorder
i am the worst anorexic,Eating_disorder
"Binge eating happens to all of us, whether due to addiction or emotional trauma. Today, Iâ€™m joined by @GlennLivingston to talk about how he cured himself of binge eating by following four simple rules.  Listen in here: https://t.co/Ajqps6HnUX https://t.co/qEPrMdyTd1",Eating_disorder
"In largest randomized clinical trial in the US, a faster feeding approach with higher calories yields promising results for youth suffering from #malnutrition due to #anorexia nervosa https://t.co/aO00NwZbmZ @AndreaGarber2",Eating_disorder
Prophet Elvis Mbonye released healing to someone who had a problem with swallowing food. Faridah received healing that very day. She is perfectly healed. #ProphetElvisMbonye https://t.co/Lx3qHKK2QD,Eating_disorder
I want to give up eating meats and seafood. It's useless going to the clinic every 3 months for check up and injection but in the end this eczema problem won't just disappear. It is in the blood. I can't eat all those good food :') the best way is to live as a vegan,Eating_disorder
This could be us but  The sea is polluted  No fuel or overpriced Binge eating junk We had to sell the van to apply for a visa https://t.co/LLZ1eL9sDw,Eating_disorder
The problem is that you can take them out of the bush but you can never take the bush out of them. Malema has prove it. Once a barberian always a barberian.,Eating_disorder
"YO I DIDNâ€™T COUNT MY CALORIES/BINGED FOR WAY MORE THAN A WEEK, AND I DIDNâ€™T GAIN SHIT!!! I THOUGHT MY METABOLISM HATED ME. MAYBE I AM THE BEST ANOREXIC?",Eating_disorder
guys anorexia is being a fucking bitch rn and i feel really bad can you send me some recovery motivation/inspiration please?,Eating_disorder
Now the Old Man is complaining about what he WONâ€™T eat for dinner after refusing all menu suggestions for b-fast. Any helpful suggestions for an anorexic man with a picky appetite?,Eating_disorder
"A restaurant finds a creative way to stay alive &amp; not close down, but somehow gets connected to a completely different problem that has nothing to do with the other. Homeless ppl donâ€™t need tents on the street, they need real shelter, food, water, mental help, etc.. ðŸ™„ðŸ˜’",Eating_disorder
i have no problem paying for food as long as i donâ€™t have to pick it up,Eating_disorder
who wants to binge watch all the halloweentown movies w me while eating ghost shaped sugar cookies,Eating_disorder
"Food insecurity, like COVID, hasnâ€™t affected New Yorkers equally - but tackling this problem is going to take all of us working together. Every day #CUCSConnects helps New Yorkers access SNAP and other income support to keep individuals and families fed. https://t.co/5ljHQCuwTI",Eating_disorder
guys my friend is the best anorexic!! https://t.co/1M1lnGsJ13,Eating_disorder
"do you ever eat something and think â€œwow, this tastes like anorexiaâ€",Eating_disorder
someone sauce me one of the â€œu are the best anorexicâ€ memes,Eating_disorder
Desislava Bell decided to trademark rather than patent! Some food for thought in today's quote from @gotiggo  This is a great example of thinking outside the box to solve a potential problem. Go to https://t.co/Bx9gAFm7tD #trademark #patent #business #Entrepreneur #blog https://t.co/B3K3I6z91g,Eating_disorder
Reducing the stigma of anorexia nervosa: a social consensus intervention https://t.co/1npbWsBQU3,Eating_disorder
my grandma has a friend who she only ever refers to as â€˜anorexic lizâ€™ like shit liz is enough i know who u mean ðŸ’–,Eating_disorder
my mum literally just screamed at me â€œARE YOU A FUCKING ANOREXIC NOW?â€ because i said i didnt want her spaghetti. fuck this,Eating_disorder
the problem now is that I need to get food ðŸ˜­,Eating_disorder
Good morning! Food for thought - The richest 10% of the worldâ€™s population produces almost as much ghg emissions as the bottom 90% combined.  Overpopulation is not the problem.,Eating_disorder
Thank you @GovernorVA and @FirstLadyVA for helping to launch the Virginia Roadmap to End Hunger! We know that hunger is a solvable problem and together we can ensure that all VA families have the food they need to thrive. #FeedVA https://t.co/5816R1eEze https://t.co/KpAXlhcPyT,Eating_disorder
i'm the worst anorexic but i also take phat shits at least twice a day so who is the real winner here,Eating_disorder
I HAVE HALF A ROLL OF TOILET PAPER LEFT AND 1 PAD LEFT YALL PLEASE IF EVERYONE JUST GAVE ME 50 CENTS I COULD AFFORD IT,Eating_disorder
"I feel gross. Ok so my plan is obviously to stop binge eating and force myself to eat 1,500-2,000ish calories daily so I end the cycle yeah?",Eating_disorder
"Tw// ed, anorexia// there's actually other eating disorders that should be more talked about 1-otherexia nervosa disorder: its when you can only eat ""pure"" foods which can cause hormonal balance, medical problems, lack of nutrition",Eating_disorder
"2-pica- which is eating stuff which is not food like dirt, glue and its dangerous 3- wannarexia- triggered by society standards, especially on social media, its not severe as anorexia 4- bigorexia- which is wanting more muscle, muscle disphoria",Eating_disorder
"5- avoidant disorder: extremely picky about their food, lack of appetite  6- anorexia athletica- is someone whos addicted working out, obssessed with their body image which is most common with athletes",Eating_disorder
NO BC IM STILL SHITTING MY PATS https://t.co/r3JnqSAKIm,Eating_disorder
"All you have to be is half anorexic, have short hair and 4 underlying mental illnesses to win the hearts of racist twitter",Eating_disorder
"anxiety,  depression  idk  if  anorexia  counts  also  uhnh  idk  do  adhd  and  ptsd   what  are  those  considered?",Eating_disorder
Currently feeling like the best anorexic #EDtwt https://t.co/1BZPMs8bGU,Eating_disorder
youâ€™re a grown gay man.,Eating_disorder
man I didn't even know anorexia is a body type my bad :/ https://t.co/27vmPG1NOi,Eating_disorder
"You blocked the roads for them to go get the food, but that not a problem, na you now, you can arrange groceries for them  Madam UberEats",Eating_disorder
hereâ€™s the problem: no food.,Eating_disorder
i feel so invalid bc i feel like i'm the only one on edtwt who doesn't have anorexia absjsjsbs,Eating_disorder
wait so im done w eating meals today it was all high cal but its okay. if i get a binge urge iâ€™ll make a smoothie,Eating_disorder
THISCANF BE FEAL:&amp;/4)4;&amp;:$$ https://t.co/bmWEG0g6r2,Eating_disorder
spirit eating good and flesh getting anorexic ðŸ”¥,Eating_disorder
Iâ€™m pissing myself I almost told my therapist about the best/worst anorexic meme today,Eating_disorder
whatâ€™s a gold star anorexic and how do i become one ??,Eating_disorder
tag yourself I'm pleasant young woman suffering from...,Eating_disorder
Top 10 Most Dangerous Eating Disorders https://t.co/Z2F2Uf4Xkp #anorexia #bed,Eating_disorder
We were talking about my ecg and she was trying to explain how in most cases they come out fine and how I need to avoid thinking â€œ I failed as an anorexicâ€ if theyâ€™re okay n stuff and I just-,Eating_disorder
i think meghan trainor is the best anorexic,Eating_disorder
That is your problem ðŸ™ðŸ½ðŸ™ðŸ½ we can believe it though ðŸ™ðŸ½ðŸ™ðŸ½,Eating_disorder
â™¡ï¸Ž starting tomorrowâ€” i really need to recover from ðŸ› (binge eating disorder doesnâ€™t depend on cals intake) and this is the only way to do it. 100 days of recovery here we go,Eating_disorder
"â€œReading one book is like eating one potato chip.â€ â€“ Diane Duane âœ¨ Binge read, itâ€™s a great way to live. #readthebook https://t.co/I2M400hwY4",Eating_disorder
how do some of u watch mukbangs to keep yourself from eating? i take one look at nikocado and think â€œat least iâ€™m not that badâ€ and go ahead and binge ðŸ˜­ðŸ˜­ https://t.co/JAoQNyjgJQ,Eating_disorder
Wait until you binge eat and cant stop eating and the thought of eating everything haunts you. Been there done that,Eating_disorder
Price wasnâ€™t my problem it was the shitty ass service for me,Eating_disorder
"Well, excuse you but that's how my 12 yo brain worked at the time and that's how my mindset was created since then. Everyone has different opinions, so if you can't accept them, that sounds like a you problem. ðŸ¤·â€â™€ï¸ lmao",Eating_disorder
"77% of 1,754 survey respondents from US, UK &amp; China think #foodsafety is a top 10 worldwide problem. #foodindustry #freshproduce #iFoodDS https://t.co/F4hy6UuoGK",Eating_disorder
Nice plug for genetic studies of eating disorders. Current data says that risk for Eating Disorders is passed down genetically.,Eating_disorder
TiEnE aNoReXiA https://t.co/H8zaelLvUM,Eating_disorder
me when i used to eat exactly 9 grams of puffed rice with cinnamon &lt;/3,Eating_disorder
"Today I am 5 pounds away from my goal weight! ðŸ¥³ðŸ¥³ðŸ¥³ all my life I have battled with an eating disorder, going from binge eating to starving myself for days. Now I eat all day, stay full, and still lose weight. Iâ€™ve always been over weight - obese, and now Iâ€™m just normal. Wow ðŸ˜Š https://t.co/QXNqRjEus3",Eating_disorder
"some people just need to get banned from twitter. ""some people"" is specifically onision and his fans",Eating_disorder
"+ They didn't fight, they are so loyal to each other but there mostly the time Oikawa was very different, he turning like very strange, he looks like feeding up well by himself, until Sugarawa notice his behaviors. Oikawa was having a Dissociative Disorder.",Eating_disorder
im so dizzy everytime i walk i cant stand for more than 3 minutes i hate being anorexic ugh,Eating_disorder
"Though maximum time hair loss problem is genetic, a large number of people who are suffering from hair loss problem due to lack of hair nutrients. Learn which special food items are medically effective for hair loss problem â†’ https://t.co/QI39aEalka  #hair  #healthcare  #fitness",Eating_disorder
"To the great people of AL, MS, WV, KY and so many more Red states, there is a reason all of you are at the bottom of education, bottom of income, top of welfare/food stamp recipients,  it's because you back the GOP and Trumpy/McConnell.",Eating_disorder
"Hot off the presses! Largest clinical trial of refeeding in anorexia nervosa shows that a higher-calorie approach is more efficacious &amp; less costly than lower-calorie refeeding, with no increase in safety events &amp; significant savings in healthcare costs. https://t.co/F0ciJAORdq",Eating_disorder
"dear anorexia, fuck you but also come back I can't keep eating this much ðŸ˜‚",Eating_disorder
"Literally me with my boyfriend.. &gt; he tried to cut junk food out &gt; be me, and come home with snacks and bakes brownies",Eating_disorder
"29. I don't eat much, meat and just food in general, but I don't think I could just cancel meat forever. Though I wouldn't have a problem with starting a better diet.",Eating_disorder
"before anorexia, during &amp; after ðŸ¤— https://t.co/32kt2NvHxc",Eating_disorder
Food for thought for folks that actually trust the government,Eating_disorder
"I gave her the best odds of being the most adjusted of all the Trumps...I have no problem admitting that I was wrong, she is also part of the freak show.",Eating_disorder
Bro Mexicans be so rude &amp; racist. Like hello yes...Iâ€™m here &amp; I would like to buy some fucking food. Is that a problem?,Eating_disorder
Its already more than a month when i stopped eating healthy and working out. Whats up???? My weight is stable but my binge eating and cravings for inom? Nonstop,Eating_disorder
my problem is binge eating everything in the kitchen and saying itâ€™s for the energy. have i heard of SLEEP,Eating_disorder
weird things my anorexia made me scared of: beans on toast ? ? ? ?,Eating_disorder
"KING OF THE NORTH! Problem is, Etonians don't understand average people need to work, or get government support, or both, to keep a roof over their head and put food on the table. They lived a life of wealth handed to them, for little to no effort.",Eating_disorder
My problem is I always want to buy food.,Eating_disorder
i love how people around me support my anorexia even without knowing,Eating_disorder
"My dad came by, gave me his dog &amp; were like ""please babysit her for a couple hours, cee u"" &amp; left She was running around for a while &amp; now she sits on my chest &amp; is begging me The problem is Idk what she wants She has water &amp; some food &amp; i pet her so WHAT DO U WANT DOG-CHAN?",Eating_disorder
i will be the best anorexic tomorrow just watch ðŸ˜ˆ,Eating_disorder
"my teacher really said ""i couldn't eat breakfast , i had to starve"" sir you didn't eat for like 4 hours since you woke up stfu ðŸ™„ you are NOT the best anorexic â€¼ï¸",Eating_disorder
i ate 5 cookies ..... i am the worst anorexic â€¼ï¸,Eating_disorder
â€œur acting like an anorexicâ€ â€œu have anorexic tendenciesâ€  â€œyeah i have for the last 6 yearsâ€ convos w momðŸ‘,Eating_disorder
Higher-Calorie Diets for Patients with Anorexia Nervosa Shorten Hospital Stays https://t.co/uBUpt1BFoP,Eating_disorder
why is anorexic a synonym for skinny on google,Eating_disorder
BRO I HAVE MY SWITCH HOOKED UP TO MY TV SO I CAN WATCH A MOVIE THROUGH YOUTUBE AND THE MOVIE FINISHED SO I CLICKED ONTO THE HOMEPAGE AND MY DOG SITS ON THE REMOTE AND SCROLLS THROUGH THEN WHEN HE MOVES HE LEGIT CLICKS ON AN ANOREXIA DOCUMENTARY I CANTTTT,Eating_disorder
The problem with being a professional fudge maker is that everything you eat could perhaps become a fudge. Exhibit A #food #plans #shouldwefudgeit #cherrybakewell #gbbo https://t.co/tOxry4mNPK,Eating_disorder
My problem is that I love food.,Eating_disorder
The Big Brother,Eating_disorder
Itâ€™s so crazy cause Iâ€™ll drop a bag on food and shoes with no problem but anything I have to really think hard about ðŸ¤¨ðŸ¤¨,Eating_disorder
tw: eating disorder // eating disorders my professor offered no trigger warnings for a novel and then BAM an author describes and romanticizes anorexia and how powerful it made her feel i say this to affirm to myself and everyone: eating is okay and your body is perfect,Eating_disorder
Just had chicken broth and a rice cake for lunch. I am the best anorexic. /j,Eating_disorder
true if you hate fries thatâ€™s a personality problem,Eating_disorder
riko best anorexic,Eating_disorder
How? You've had 4 years and now there only worse. Long lines at food banks thousands of store closures tens of thousands of jobs lost forever thousands of preventable deaths and what did you do? Play golf? If you could change it then why haven't you? Because you can't,Eating_disorder
Sorry I keep tweeting about anorexia but my fucking brain does not work and I have shit memory and I canâ€™t even cover it up at work,Eating_disorder
anorexic,Eating_disorder
If they had more than 2 good food spots in there they wouldnâ€™t have this problem ðŸ¤·ðŸ¾â€â™‚ï¸ðŸ˜…,Eating_disorder
Can we all agree our culture has a problem with food?,Eating_disorder
#LoneWarriorSidharthShukla After his exit I don't think worth watching this bakwas season nobody arguing for any valid point.. All problem related to food and eating... Yelog sirf @RubiDilaik khanekeliye aaya kya kya??!! @ColorsTV @BeingSalmanKhan @eyehinakhan,Eating_disorder
"A major problem with many diets that rely on calorie restriction is that it becomes impossible to get the nutrients your body needs with so little food. If you donâ€™t want to risk following a diet that could leave you weak and deficient in key vitamins and minerals, itâ€™s wise...",Eating_disorder
Eating disorder inquest : Anorexia monitoring nationally 'a deep concern' https://t.co/QOrnsDMmB8,Eating_disorder
Should I feel angry and upset that the resus team cut my clothes Off!? They were presented back to me this afternoon in a hospital career bag! #hospitallife #eupd #anorexia,Eating_disorder
They have this â€œproblemâ€ because of the pandemic ðŸ™„,Eating_disorder
â€œyou are the worst anorexicâ€ but make it bulimic https://t.co/kZTeyszyUN,Eating_disorder
Johnston says that the lowest paid in #manchesterlockdown will get up to 80% of income after it has been topped up with universal credit. Which is a problem if a) you need 100% of your low income just to put food on the table and b) you have to wait weeks for UC.,Eating_disorder
The problem with food is it doesn't last. You have to keep cooking and eating and cooking and eating. I tire ooh!,Eating_disorder
"I lazy for house chores sha, bought food stuffs since around 10am. Up til now to cook it is a problem ðŸ˜",Eating_disorder
tw// ed no why does everyone keep flirting with me like why I am just an anorexic fat fuck who cries over girls wtf,Eating_disorder
anorexia https://t.co/zDprkjZ9s0,Eating_disorder
"I had terrible grades -barely passed my degree. Don't have job; run my own company now, where we are resolving world's food insecurity problem and related issues. I think, I'm fine with not being god's favorite.",Eating_disorder
Much needed message.  thanks @TaraMarie_Live,Eating_disorder
"tw // eating disorder iâ€™ve gone nearly five days making sure i eat three meals a day, making sure i donâ€™t binge/purge, making sure i avoid weighing myself and making sure i avoid picking myself apart in from of a mirror. iâ€™m taking it one day at a time but !! nearly a week !! ðŸ¤",Eating_disorder
In HS she was known as StretchðŸ¤£ðŸ˜…ðŸ˜‚ as in legs,Eating_disorder
HELP,Eating_disorder
I wish she was real and loved anorexic guys because we could help each other. Am I deluded? Opinion please. My wish is to confide in a person like me. Am I being irrational? Am I all alone just because I feel very alone.,Eating_disorder
STOP I WAS WATCHING A BINGE VLOG AND MY MOM CAME IN AND SEES THE FOOD ON THE SCREEN N SHE GOES â€žomg is that foodðŸ¥ºðŸ¥º youre hungry? do you want that? omg noo iâ€˜ll buy it for you what is itðŸ¥ºðŸ¥ºâ€œ this is how u know ur a good anorexicðŸ˜ ALSO WHY SHE BABYING MEDJD,Eating_disorder
my mum buys so much junk food every time she goes out and i yell at her while unpacking it all bc i canâ€™t control my urges ðŸ™„ðŸ™„ðŸ™„ why is she making being anorexic so hard man,Eating_disorder
iâ€™m so fucking scare to tell anyone iâ€™ve anorexia because iâ€™m not skinny and they are gonna be like hell no,Eating_disorder
Na food wan cause problem for Alausa so,Eating_disorder
"i did it. i beat my anorexia, i beat my ocd, and i beat my anxiety. i went from not even knowing if i existed to being grateful that i do. and i got through it on my own. i never gave up. so you better not give up either. #mentalhealth #MentalHealthAwareness #LoveYourself",Eating_disorder
"Hopefully the value seeking, binge eating market fatties help themselves to the premium from the $SPY 347 strike puts expiring today $NQ $NDX $DXY $ES $ES_F $SPX $QQQ $IWM $VXX $VIX $AAPL $AMZN $MSFT",Eating_disorder
my sister just called me anorexic and idk wtf she meant by that,Eating_disorder
"Perhaps  the  same  could  be  said  of  ANY  man  who  desires  to  slaughter  half  of  all  life . But  what  was  I  do  to ?  Watch  the  world  procrastinate  itself  to  non-existence ? Titan  faced  the  same  problem  as  Earth ,  but  when  I  offered  a  solution , +",Eating_disorder
